sku,name,price,weight_kg,in_stock
SKU-14488,three,37.46,21.808,True
SKU-14489,purpose,605.37,12.461,True
SKU-14490,to,608.27,18.431,True
SKU-14491,environmental,488.33,16.207,False
SKU-14492,authority,945.83,11.691,True
SKU-14493,activity,661.66,13.786,True
SKU-14494,improve,630.35,22.561,False
SKU-14495,under,581.64,23.447,True
SKU-14496,eight,618.33,20.813,True
SKU-14497,young,718.47,16.709,True
SKU-14498,movie,325.33,24.876,False
SKU-14499,store,566.99,8.028,False
SKU-14500,your,96.01,20.491,False
SKU-14501,adult,997.7,18.812,True
SKU-14502,whole,628.75,14.146,False
SKU-14503,picture,444.94,0.743,True
SKU-14504,agency,171.34,19.502,False
SKU-14505,friend,57.34,17.421,True
SKU-14506,current,604.42,14.034,True
SKU-14507,civil,349.59,1.429,True
SKU-14508,heavy,473.18,0.642,False
SKU-14509,meet,415.42,3.162,True
SKU-14510,maintain,521.16,19.785,False
SKU-14511,production,914.12,24.396,False
SKU-14512,body,77.76,13.574,True
SKU-14513,contain,494.48,9.162,True
SKU-14514,down,259.43,4.797,False
SKU-14515,the,724.94,7.219,False
SKU-14516,wrong,771.76,13.153,False
SKU-14517,he,372.24,10.693,False
SKU-14518,important,795.69,2.733,True
SKU-14519,as,585.51,21.546,False
SKU-14520,those,713.04,14.845,True
SKU-14521,computer,778.82,2.891,True
SKU-14522,increase,962.45,3.741,False
SKU-14523,employee,118.55,5.068,True
SKU-14524,until,360.58,16.483,False
SKU-14525,today,672.92,4.82,False
SKU-14526,court,834.01,6.324,True
SKU-14527,goal,435.09,15.297,True
SKU-14528,dream,108.73,17.056,False
SKU-14529,only,107.88,10.418,False
SKU-14530,care,483.57,6.234,False
SKU-14531,generation,569.54,15.663,True
SKU-14532,play,936.02,8.839,True
SKU-14533,different,397.08,8.819,True
SKU-14534,window,877.54,3.328,False
SKU-14535,sure,516.54,1.165,True
SKU-14536,would,83.96,11.504,False
SKU-14537,vote,678.66,6.014,True
SKU-14538,recent,392.82,2.806,True
SKU-14539,rise,6.98,15.176,False
SKU-14540,in,577.76,5.723,True
SKU-14541,court,980.58,17.144,True
SKU-14542,green,700.81,15.798,True
SKU-14543,high,523.17,16.469,False
SKU-14544,on,212.35,21.699,True
SKU-14545,body,296.81,16.217,False
SKU-14546,job,51.48,17.382,True
SKU-14547,us,352.81,1.142,True
SKU-14548,east,166.68,18.225,True
SKU-14549,miss,407.86,0.053,False
SKU-14550,successful,487.53,19.909,True
SKU-14551,class,24.39,4.742,True
SKU-14552,yourself,899.3,2.85,False
SKU-14553,alone,812.56,22.106,True
SKU-14554,fine,403.66,0.807,False
SKU-14555,should,267.92,3.847,True
SKU-14556,air,168.2,5.202,True
SKU-14557,present,666.15,18.143,True
SKU-14558,time,877.98,5.202,True
SKU-14559,some,123.97,1.18,True
SKU-14560,let,421.13,6.212,True
SKU-14561,building,941.62,2.391,False
SKU-14562,put,808.25,6.906,True
SKU-14563,bag,93.08,11.029,True
SKU-14564,west,629.76,15.691,True
SKU-14565,plant,969.85,13.165,False
SKU-14566,foot,758.19,13.331,False
SKU-14567,prevent,138.19,8.636,True
SKU-14568,there,370.84,6.803,False
SKU-14569,reason,664.3,3.076,True
SKU-14570,small,571.18,7.752,False
SKU-14571,test,569.85,1.228,True
SKU-14572,system,77.36,20.864,True
SKU-14573,there,607.44,10.865,True
SKU-14574,sing,392.36,22.553,True
SKU-14575,before,401.9,3.085,False
SKU-14576,suffer,246.89,3.028,False
SKU-14577,what,796.27,8.212,False
SKU-14578,team,822.41,13.003,False
SKU-14579,of,582.86,3.986,True
SKU-14580,future,655.27,12.172,True
SKU-14581,wonder,808.86,19.765,False
SKU-14582,quickly,480.01,11.844,True
SKU-14583,paper,220.94,17.26,True
SKU-14584,she,496.81,3.446,False
SKU-14585,just,97.06,20.769,False
SKU-14586,one,248.54,6.524,True
SKU-14587,with,203.56,24.978,False
SKU-14588,leader,614.59,16.26,True
SKU-14589,possible,530.79,5.182,False
SKU-14590,policy,448.61,17.551,True
SKU-14591,about,54.6,7.594,True
SKU-14592,laugh,642.42,10.238,False
SKU-14593,real,53.53,12.149,True
SKU-14594,represent,307.51,0.843,False
SKU-14595,both,241.41,4.25,True
SKU-14596,act,240.71,21.883,False
SKU-14597,its,557.3,16.93,True
SKU-14598,three,312.57,6.821,False
SKU-14599,clear,6.34,19.624,False
SKU-14600,fill,578.09,14.149,False
SKU-14601,ask,725.23,13.803,True
SKU-14602,allow,986.82,14.459,False
SKU-14603,rule,190.17,2.472,False
SKU-14604,outside,426.32,20.839,True
SKU-14605,whose,188.6,8.358,True
SKU-14606,smile,115.18,4.495,False
SKU-14607,thank,704.1,8.77,True
SKU-14608,surface,878.63,10.464,False
SKU-14609,reflect,923.1,18.952,False
SKU-14610,society,24.2,8.529,False
SKU-14611,onto,41.88,9.575,True
SKU-14612,risk,2.36,14.934,False
SKU-14613,base,229.72,19.507,True
SKU-14614,write,53.97,11.379,False
SKU-14615,Democrat,34.57,15.155,True
SKU-14616,above,784.52,23.072,True
SKU-14617,however,146.7,24.095,False
SKU-14618,interest,163.11,10.957,True
SKU-14619,unit,930.08,10.705,False
SKU-14620,know,54.27,24.623,True
SKU-14621,address,380.12,18.958,False
SKU-14622,institution,900.61,12.862,False
SKU-14623,physical,733.62,14.679,True
SKU-14624,we,573.19,16.837,False
SKU-14625,business,812.07,16.121,True
SKU-14626,generation,389.51,3.089,True
SKU-14627,able,470.13,7.046,False
SKU-14628,institution,671.77,16.731,True
SKU-14629,group,479.03,14.931,False
SKU-14630,common,516.84,3.743,False
SKU-14631,fast,949.73,7.677,False
SKU-14632,people,285.12,9.333,False
SKU-14633,make,747.39,24.835,False
SKU-14634,add,181.07,12.535,True
SKU-14635,if,760.07,13.46,False
SKU-14636,product,987.85,13.886,True
SKU-14637,step,95.91,24.451,True
SKU-14638,and,802.96,23.152,True
SKU-14639,take,248.67,15.405,False
SKU-14640,training,620.75,7.277,False
SKU-14641,production,814.17,21.232,True
SKU-14642,concern,113.43,23.283,False
SKU-14643,president,410.4,2.039,False
SKU-14644,send,144.09,2.274,False
SKU-14645,nothing,7.54,4.535,True
SKU-14646,look,137.91,13.563,True
SKU-14647,five,560.84,2.098,True
SKU-14648,body,565.3,4.069,True
SKU-14649,next,59.2,16.121,True
SKU-14650,red,525.31,14.727,True
SKU-14651,win,817.15,20.92,False
SKU-14652,Congress,626.94,3.133,True
SKU-14653,big,382.74,6.459,False
SKU-14654,attorney,960.84,17.62,True
SKU-14655,certain,830.16,4.772,True
SKU-14656,according,491.78,15.786,False
SKU-14657,itself,472.36,5.729,True
SKU-14658,action,558.86,7.403,True
SKU-14659,soldier,23.1,4.85,False
SKU-14660,ok,451.83,8.154,True
SKU-14661,increase,351.25,15.361,False
SKU-14662,matter,38.65,14.512,True
SKU-14663,American,839.96,21.248,False
SKU-14664,feel,923.35,4.587,True
SKU-14665,reason,88.96,13.82,True
SKU-14666,pay,288.19,15.375,False
SKU-14667,performance,966.81,9.326,False
SKU-14668,how,340.29,7.472,True
SKU-14669,act,285.55,15.7,False
SKU-14670,quality,259.65,7.527,False
SKU-14671,me,491.19,19.452,False
SKU-14672,common,496.39,16.051,True
SKU-14673,ability,177.23,12.689,True
SKU-14674,seem,537.43,17.622,False
SKU-14675,middle,862.57,13.576,True
SKU-14676,table,147.04,20.326,True
SKU-14677,herself,833.55,23.162,True
SKU-14678,rest,108.77,9.523,True
SKU-14679,enjoy,833.95,24.453,False
SKU-14680,technology,341.11,18.252,False
SKU-14681,bank,880.76,6.46,True
SKU-14682,wide,231.98,1.929,True
SKU-14683,bar,180.44,4.978,False
SKU-14684,Mrs,715.52,23.059,False
SKU-14685,before,468.35,19.11,False
SKU-14686,will,11.24,21.688,False
SKU-14687,name,20.28,7.284,True
SKU-14688,green,842.29,14.97,False
SKU-14689,shoulder,575.97,0.565,True
SKU-14690,special,794.39,13.75,True
SKU-14691,choice,473.68,18.242,True
SKU-14692,price,256.26,9.026,False
SKU-14693,card,61.13,16.697,False
SKU-14694,against,585.85,21.96,True
SKU-14695,best,185.72,16.341,True
SKU-14696,paper,870.85,0.998,True
SKU-14697,rest,534.07,23.204,False
SKU-14698,majority,661.53,23.686,True
SKU-14699,college,759.44,16.413,True
SKU-14700,use,351.96,16.036,True
SKU-14701,hard,611.58,17.221,False
SKU-14702,thought,256.53,18.094,True
SKU-14703,husband,12.67,24.219,False
SKU-14704,computer,636.52,19.769,True
SKU-14705,data,766.39,7.384,True
SKU-14706,ok,487.31,16.9,True
SKU-14707,together,149.94,7.678,False
SKU-14708,himself,493.06,17.082,False
SKU-14709,month,490.31,6.693,False
SKU-14710,white,801.43,13.83,True
SKU-14711,wind,585.21,17.165,True
SKU-14712,how,250.73,10.162,True
SKU-14713,despite,768.07,5.642,False
SKU-14714,discover,440.44,8.315,False
SKU-14715,step,110.92,23.919,True
SKU-14716,power,264.69,4.214,False
SKU-14717,prevent,975.89,16.163,True
SKU-14718,common,555.93,10.964,True
SKU-14719,place,964.96,21.035,False
SKU-14720,know,262.53,10.595,True
SKU-14721,cold,648.78,16.92,True
SKU-14722,husband,692.17,21.907,True
SKU-14723,chance,911.73,12.312,False
SKU-14724,husband,75.81,13.212,True
SKU-14725,around,457.2,8.425,True
SKU-14726,service,753.27,22.683,True
SKU-14727,rule,150.88,5.955,True
SKU-14728,Democrat,156.27,15.338,True
SKU-14729,author,696.07,5.969,True
SKU-14730,green,922.67,18.917,True
SKU-14731,heart,761.9,6.703,True
SKU-14732,car,30.21,8.491,True
SKU-14733,hold,110.32,18.742,True
SKU-14734,ground,662.98,11.854,False
SKU-14735,offer,411.32,18.962,True
SKU-14736,without,293.09,16.409,False
SKU-14737,project,499.65,23.654,True
SKU-14738,class,903.29,3.961,True
SKU-14739,large,151.88,23.032,True
SKU-14740,summer,990.72,8.134,False
SKU-14741,easy,348.49,22.502,True
SKU-14742,feeling,848.64,8.883,False
SKU-14743,painting,794.35,4.549,False
SKU-14744,prepare,655.13,20.866,False
SKU-14745,pass,611.01,9.11,True
SKU-14746,against,777.7,20.602,True
SKU-14747,pressure,328.32,1.942,True
SKU-14748,fire,933.1,16.548,True
SKU-14749,hundred,514.32,1.822,True
SKU-14750,society,218.81,10.862,False
SKU-14751,would,589.71,9.792,False
SKU-14752,series,408.19,3.709,False
SKU-14753,Congress,57.68,16.428,True
SKU-14754,chance,968.19,18.253,True
SKU-14755,cell,635.17,19.774,False
SKU-14756,mother,248.21,15.937,False
SKU-14757,too,79.34,18.005,False
SKU-14758,yeah,889.6,24.123,True
SKU-14759,step,353.96,23.055,True
SKU-14760,environmental,321.36,6.197,False
SKU-14761,seven,666.22,14.351,False
SKU-14762,see,435.26,18.365,False
SKU-14763,put,907.31,8.938,True
SKU-14764,no,569.56,11.315,True
SKU-14765,ball,499.26,17.304,True
SKU-14766,wind,188.57,20.489,False
SKU-14767,page,287.71,18.903,False
SKU-14768,probably,14.36,16.399,True
SKU-14769,moment,29.63,5.385,False
SKU-14770,western,170.53,19.831,False
SKU-14771,worker,905.43,8.502,False
SKU-14772,now,156.06,4.938,True
SKU-14773,south,683.43,11.496,True
SKU-14774,over,272.69,12.99,False
SKU-14775,great,102.82,14.63,True
SKU-14776,view,878.55,16.597,False
SKU-14777,study,7.6,2.604,False
SKU-14778,page,354.39,12.466,False
SKU-14779,plant,976.18,14.529,True
SKU-14780,month,18.49,20.793,False
SKU-14781,well,596.34,10.86,False
SKU-14782,key,975.11,7.328,True
SKU-14783,out,790.09,9.493,True
SKU-14784,end,131.11,24.623,True
SKU-14785,show,604.38,22.602,True
SKU-14786,drive,619.63,1.596,True
SKU-14787,audience,833.44,2.769,True
SKU-14788,want,117.18,9.479,False
SKU-14789,rise,645.6,2.168,False
SKU-14790,real,277.09,8.211,True
SKU-14791,type,946.64,6.212,False
SKU-14792,certainly,919.46,4.275,False
SKU-14793,century,829.3,10.755,False
SKU-14794,society,207.95,23.391,True
SKU-14795,seven,191.38,13.581,True
SKU-14796,tree,368.09,6.449,True
SKU-14797,year,745.76,6.371,False
SKU-14798,ok,779.07,22.343,False
SKU-14799,like,393.17,7.982,True
SKU-14800,project,781.98,21.925,False
SKU-14801,spend,341.54,15.925,True
SKU-14802,long,409.94,9.129,True
SKU-14803,pull,399.34,0.598,True
SKU-14804,international,122.68,22.688,False
SKU-14805,pick,517.69,8.242,True
SKU-14806,another,895.19,20.83,True
SKU-14807,general,99.12,19.458,True
SKU-14808,either,370.46,0.778,False
SKU-14809,us,844.1,0.9,False
SKU-14810,reality,594.69,2.685,True
SKU-14811,hair,838.42,15.684,True
SKU-14812,them,982.81,4.876,True
SKU-14813,society,17.91,15.415,True
SKU-14814,everybody,252.4,0.963,False
SKU-14815,themselves,436.2,21.787,True
SKU-14816,require,380.17,21.688,False
SKU-14817,bring,400.67,2.96,True
SKU-14818,health,234.88,1.956,True
SKU-14819,quality,198.89,5.741,True
SKU-14820,money,979.61,23.122,True
SKU-14821,weight,399.7,6.215,False
SKU-14822,sea,798.12,17.906,True
SKU-14823,sit,545.98,18.17,False
SKU-14824,point,711.86,12.383,True
SKU-14825,project,67.39,14.046,True
SKU-14826,help,306.58,19.508,False
SKU-14827,start,843.63,24.773,False
SKU-14828,coach,339.89,7.501,True
SKU-14829,create,74.14,15.567,True
SKU-14830,church,943.62,23.102,False
SKU-14831,seven,335.37,22.505,True
SKU-14832,development,278.46,9.493,False
SKU-14833,forget,486.72,20.035,True
SKU-14834,agent,53.94,8.318,False
SKU-14835,technology,515.85,17.172,False
SKU-14836,evening,849.83,17.108,True
SKU-14837,station,14.68,17.711,False
SKU-14838,exactly,586.43,9.563,True
SKU-14839,me,344.97,13.539,True
SKU-14840,three,441.93,4.426,False
SKU-14841,civil,785.46,21.056,False
SKU-14842,accept,777.32,22.265,False
SKU-14843,age,194.97,23.391,True
SKU-14844,seven,70.73,12.442,False
SKU-14845,red,477.85,17.535,True
SKU-14846,smile,149.52,7.779,True
SKU-14847,certain,643.25,2.746,True
SKU-14848,particularly,189.56,0.552,False
SKU-14849,mean,999.5,23.274,False
SKU-14850,major,700.31,17.989,False
SKU-14851,Republican,314.89,6.511,False
SKU-14852,ever,947.83,5.822,True
SKU-14853,decide,290.09,3.206,False
SKU-14854,over,20.22,6.956,False
SKU-14855,high,825.52,5.785,False
SKU-14856,defense,458.97,0.864,False
SKU-14857,necessary,423.34,11.932,False
SKU-14858,remain,966.92,17.506,False
SKU-14859,run,307.33,13.223,True
SKU-14860,to,751.05,9.509,True
SKU-14861,cold,921.85,13.8,False
SKU-14862,financial,528.8,10.701,True
SKU-14863,contain,879.45,20.237,False
SKU-14864,professor,330.33,8.11,True
SKU-14865,quality,136.78,22.872,True
SKU-14866,adult,746.77,11.981,False
SKU-14867,partner,952.34,21.426,True
SKU-14868,choice,776.77,3.658,True
SKU-14869,toward,77.04,5.589,True
SKU-14870,piece,102.94,14.345,True
SKU-14871,sister,844.07,6.278,True
SKU-14872,final,613.03,13.049,False
SKU-14873,himself,32.71,13.286,False
SKU-14874,full,655.23,16.791,False
SKU-14875,thus,463.85,0.701,False
SKU-14876,evidence,703.61,6.759,False
SKU-14877,small,637.63,1.513,False
SKU-14878,Mr,632.52,1.297,True
SKU-14879,structure,458.61,17.058,True
SKU-14880,check,418.09,0.641,False
SKU-14881,serious,337.29,19.418,True
SKU-14882,left,992.29,18.111,False
SKU-14883,side,461.97,10.631,True
SKU-14884,reach,80.43,10.871,False
SKU-14885,follow,184.0,4.305,True
SKU-14886,sport,675.64,1.573,True
SKU-14887,above,42.32,17.312,True
SKU-14888,material,743.84,9.55,False
SKU-14889,run,985.21,20.637,True
SKU-14890,share,414.68,22.781,False
SKU-14891,million,710.41,4.99,False
SKU-14892,by,954.69,6.213,True
SKU-14893,current,689.17,8.362,False
SKU-14894,least,599.1,24.531,True
SKU-14895,recently,672.11,15.439,False
SKU-14896,best,158.17,11.513,True
SKU-14897,gun,373.68,5.093,True
SKU-14898,apply,560.25,23.037,True
SKU-14899,federal,500.94,6.806,False
SKU-14900,design,942.2,18.974,False
SKU-14901,sound,187.98,0.186,False
SKU-14902,throughout,552.37,2.338,False
SKU-14903,least,945.96,17.02,False
SKU-14904,between,73.25,10.568,False
SKU-14905,skin,443.34,15.711,True
SKU-14906,threat,644.16,9.968,False
SKU-14907,national,419.9,23.195,False
SKU-14908,shake,895.29,15.905,True
SKU-14909,weight,300.56,2.759,True
SKU-14910,argue,385.16,5.169,False
SKU-14911,follow,164.61,17.044,True
SKU-14912,bill,212.79,6.927,True
SKU-14913,hit,607.16,10.864,True
SKU-14914,go,427.64,7.118,True
SKU-14915,against,754.67,12.726,False
SKU-14916,report,270.44,6.192,True
SKU-14917,collection,206.54,2.19,False
SKU-14918,term,524.81,21.499,True
SKU-14919,six,871.2,0.537,True
SKU-14920,begin,433.79,11.517,False
SKU-14921,article,167.61,3.51,True
SKU-14922,crime,925.01,16.639,False
SKU-14923,American,472.26,22.328,False
SKU-14924,lead,563.86,4.575,True
SKU-14925,design,237.51,9.313,True
SKU-14926,table,420.36,17.614,True
SKU-14927,trip,635.7,18.994,False
SKU-14928,tell,562.52,2.58,False
SKU-14929,recognize,631.63,8.084,True
SKU-14930,trade,454.58,7.872,False
SKU-14931,federal,663.55,24.436,False
SKU-14932,week,997.64,5.461,True
SKU-14933,interest,390.35,22.326,True
SKU-14934,four,757.52,2.529,False
SKU-14935,test,290.23,18.894,True
SKU-14936,result,953.91,16.253,False
SKU-14937,respond,736.95,6.694,False
SKU-14938,none,603.82,13.862,False
SKU-14939,few,787.31,7.213,False
SKU-14940,film,403.91,7.819,True
SKU-14941,involve,743.6,13.485,True
SKU-14942,tell,830.19,2.189,False
SKU-14943,help,196.61,12.288,False
SKU-14944,power,157.22,12.525,True
SKU-14945,scientist,903.32,17.667,False
SKU-14946,collection,802.9,7.355,False
SKU-14947,official,870.21,20.294,True
SKU-14948,apply,187.45,13.133,True
SKU-14949,quickly,48.02,2.712,True
SKU-14950,individual,189.42,20.43,False
SKU-14951,direction,871.35,13.217,True
SKU-14952,ball,810.43,11.46,False
SKU-14953,play,767.87,4.405,True
SKU-14954,message,209.01,7.019,True
SKU-14955,life,858.46,24.837,True
SKU-14956,teacher,21.49,21.025,True
SKU-14957,benefit,395.17,1.467,False
SKU-14958,dream,551.72,24.734,False
SKU-14959,than,854.9,0.165,False
SKU-14960,similar,585.16,9.178,False
SKU-14961,if,431.65,6.818,False
SKU-14962,determine,572.15,13.984,False
SKU-14963,either,590.68,4.123,True
SKU-14964,response,418.94,4.003,False
SKU-14965,century,619.41,15.927,True
SKU-14966,whose,586.88,4.506,False
SKU-14967,stock,661.32,12.401,True
SKU-14968,agency,277.41,17.478,False
SKU-14969,expert,773.98,17.003,False
SKU-14970,break,439.54,21.611,False
SKU-14971,avoid,437.84,18.443,True
SKU-14972,speech,635.08,18.803,True
SKU-14973,tough,405.72,8.89,False
SKU-14974,answer,284.85,15.523,True
SKU-14975,family,163.18,1.693,False
SKU-14976,now,244.24,24.63,True
SKU-14977,really,736.02,4.796,False
SKU-14978,music,589.38,0.191,True
SKU-14979,family,401.69,10.703,True
SKU-14980,draw,979.36,1.965,True
SKU-14981,weight,362.19,9.557,False
SKU-14982,hope,243.63,23.606,False
SKU-14983,career,232.11,22.441,False
SKU-14984,performance,41.61,15.385,True
SKU-14985,high,774.94,9.066,False
SKU-14986,common,412.83,24.531,True
SKU-14987,next,217.8,23.858,False
SKU-14988,born,36.91,9.781,True
SKU-14989,light,810.17,8.938,False
SKU-14990,according,2.83,2.519,False
SKU-14991,fine,893.64,18.978,True
SKU-14992,candidate,550.78,22.506,True
SKU-14993,notice,193.01,8.318,True
SKU-14994,sometimes,149.88,20.572,False
SKU-14995,boy,115.88,2.636,True
SKU-14996,idea,217.55,3.07,True
SKU-14997,support,971.18,11.09,False
SKU-14998,to,154.05,13.017,False
SKU-14999,pass,673.66,24.641,True
SKU-15000,page,369.69,10.39,False
SKU-15001,five,631.49,16.615,False
SKU-15002,well,450.68,16.941,False
SKU-15003,sort,496.92,21.201,True
SKU-15004,peace,601.95,8.14,True
SKU-15005,on,549.76,8.744,False
SKU-15006,church,425.9,24.474,False
SKU-15007,cover,673.76,24.726,False
SKU-15008,walk,488.3,16.392,True
SKU-15009,show,286.23,5.226,True
SKU-15010,bed,46.65,10.855,False
SKU-15011,defense,104.5,5.681,True
SKU-15012,pull,6.19,24.739,True
SKU-15013,bring,718.6,11.107,False
SKU-15014,sell,517.06,16.798,False
SKU-15015,benefit,117.3,6.259,True
SKU-15016,turn,18.96,15.077,True
SKU-15017,move,767.34,4.209,False
SKU-15018,fight,841.97,4.75,False
SKU-15019,experience,779.58,24.249,True
SKU-15020,this,868.05,1.439,True
SKU-15021,small,841.92,17.795,True
SKU-15022,of,494.18,11.639,False
SKU-15023,any,753.58,17.321,True
SKU-15024,wife,588.75,23.556,False
SKU-15025,new,326.84,1.295,True
SKU-15026,tend,933.62,5.419,True
SKU-15027,pressure,97.26,2.845,True
SKU-15028,piece,378.7,17.466,True
SKU-15029,general,543.1,5.643,True
SKU-15030,by,178.5,20.292,False
SKU-15031,artist,525.34,2.419,True
SKU-15032,light,5.34,6.275,False
SKU-15033,assume,735.73,13.854,False
SKU-15034,leader,18.9,18.237,False
SKU-15035,as,362.63,0.945,False
SKU-15036,since,632.48,20.199,True
SKU-15037,free,101.73,23.325,True
SKU-15038,born,447.72,23.697,False
SKU-15039,size,551.01,17.286,True
SKU-15040,century,571.71,24.824,False
SKU-15041,book,318.21,9.714,True
SKU-15042,modern,627.89,14.884,False
SKU-15043,own,937.17,3.335,True
SKU-15044,arm,193.22,8.234,False
SKU-15045,focus,261.32,12.941,False
SKU-15046,painting,251.83,19.179,True
SKU-15047,boy,966.36,19.742,True
SKU-15048,young,382.61,15.85,True
SKU-15049,third,76.54,4.178,False
SKU-15050,month,534.02,10.402,True
SKU-15051,buy,299.47,6.45,False
SKU-15052,reveal,981.97,15.616,True
SKU-15053,large,509.52,23.89,True
SKU-15054,work,404.96,19.365,False
SKU-15055,realize,949.95,16.043,False
SKU-15056,back,551.26,14.594,True
SKU-15057,cup,493.17,11.697,False
SKU-15058,ahead,414.41,17.942,True
SKU-15059,have,563.29,0.184,True
SKU-15060,institution,934.17,15.223,True
SKU-15061,behind,830.5,2.682,True
SKU-15062,role,238.39,20.177,True
SKU-15063,sometimes,563.42,17.08,False
SKU-15064,experience,547.22,4.197,False
SKU-15065,evening,311.07,11.002,False
SKU-15066,blue,229.45,22.405,False
SKU-15067,opportunity,371.24,19.456,False
SKU-15068,including,225.4,13.668,True
SKU-15069,across,119.43,0.063,False
SKU-15070,ok,682.49,20.309,True
SKU-15071,doctor,610.85,19.724,False
SKU-15072,collection,253.94,9.249,False
SKU-15073,card,391.55,6.903,False
SKU-15074,see,349.64,22.615,False
SKU-15075,hit,691.13,12.098,True
SKU-15076,claim,352.54,15.497,False
SKU-15077,summer,983.24,19.722,True
SKU-15078,win,105.71,12.996,False
SKU-15079,role,230.36,17.224,True
SKU-15080,forward,595.62,11.405,False
SKU-15081,season,515.29,13.178,True
SKU-15082,professor,158.48,15.632,True
SKU-15083,government,220.18,1.133,True
SKU-15084,ahead,975.14,12.109,False
SKU-15085,we,399.74,1.412,False
SKU-15086,win,794.74,16.607,True
SKU-15087,lot,207.67,23.582,True
SKU-15088,free,72.59,16.347,False
SKU-15089,current,884.16,4.242,False
SKU-15090,mean,70.07,20.462,True
SKU-15091,think,73.42,13.105,False
SKU-15092,participant,259.42,12.233,True
SKU-15093,believe,24.97,23.92,True
SKU-15094,appear,762.04,19.817,False
SKU-15095,away,707.18,1.136,False
SKU-15096,old,917.76,10.604,False
SKU-15097,big,383.42,14.741,True
SKU-15098,poor,175.52,22.033,True
SKU-15099,remain,390.0,13.829,True
SKU-15100,message,588.61,11.337,False
SKU-15101,carry,162.21,16.1,False
SKU-15102,opportunity,676.61,7.963,False
SKU-15103,want,618.1,1.084,False
SKU-15104,care,864.7,21.512,True
SKU-15105,seat,380.84,24.144,False
SKU-15106,now,174.5,14.374,False
SKU-15107,young,193.06,13.755,False
SKU-15108,at,337.56,18.84,False
SKU-15109,smile,427.28,6.998,True
SKU-15110,organization,810.53,24.07,False
SKU-15111,attorney,65.0,6.087,False
SKU-15112,firm,913.52,5.356,True
SKU-15113,learn,544.16,0.387,False
SKU-15114,participant,741.31,13.867,False
SKU-15115,bit,173.92,22.493,False
SKU-15116,pull,841.12,1.261,False
SKU-15117,forget,18.83,2.749,True
SKU-15118,since,926.65,4.145,False
SKU-15119,local,724.28,8.377,False
SKU-15120,participant,68.77,14.509,True
SKU-15121,star,121.33,19.466,False
SKU-15122,fact,834.1,7.947,True
SKU-15123,American,401.05,13.726,False
SKU-15124,campaign,358.09,14.6,False
SKU-15125,report,447.72,0.884,False
SKU-15126,collection,371.23,9.47,False
SKU-15127,to,361.7,0.147,False
SKU-15128,lay,249.95,22.135,True
SKU-15129,health,509.41,19.811,True
SKU-15130,late,605.37,23.445,True
SKU-15131,fast,517.66,15.672,True
SKU-15132,drug,931.67,12.264,True
SKU-15133,cost,145.73,14.941,False
SKU-15134,theory,873.81,21.578,False
SKU-15135,team,869.78,15.153,False
SKU-15136,series,559.65,9.215,True
SKU-15137,per,560.85,18.405,True
SKU-15138,same,779.61,18.546,True
SKU-15139,step,214.79,4.31,True
SKU-15140,war,352.99,21.727,False
SKU-15141,thus,425.29,13.525,False
SKU-15142,see,29.51,3.166,False
SKU-15143,purpose,476.7,12.848,True
SKU-15144,outside,949.72,20.633,True
SKU-15145,act,746.02,17.57,True
SKU-15146,water,697.1,13.96,True
SKU-15147,wish,658.87,11.806,False
SKU-15148,his,358.64,13.867,False
SKU-15149,a,355.61,19.735,True
SKU-15150,above,805.75,6.147,False
SKU-15151,management,203.4,10.422,False
SKU-15152,after,358.15,10.348,True
SKU-15153,head,100.68,24.012,False
SKU-15154,parent,278.85,19.659,False
SKU-15155,above,128.95,14.515,False
SKU-15156,ability,779.72,10.355,True
SKU-15157,garden,577.44,1.153,True
SKU-15158,whom,262.28,14.314,False
SKU-15159,particular,865.97,1.069,False
SKU-15160,do,335.72,10.686,True
SKU-15161,your,580.43,15.711,True
SKU-15162,set,929.5,13.025,False
SKU-15163,catch,533.5,24.348,True
SKU-15164,life,725.88,21.271,False
SKU-15165,century,335.46,24.194,False
SKU-15166,north,532.5,23.344,True
SKU-15167,around,726.01,21.365,True
SKU-15168,political,806.05,20.365,True
SKU-15169,focus,239.95,3.358,True
SKU-15170,behavior,413.64,22.954,True
SKU-15171,cut,393.07,16.746,True
SKU-15172,actually,906.76,2.652,False
SKU-15173,she,64.94,21.845,False
SKU-15174,wind,371.33,16.72,True
SKU-15175,total,720.93,8.046,True
SKU-15176,attention,792.47,15.047,False
SKU-15177,fast,482.56,1.26,True
SKU-15178,less,816.97,24.384,True
SKU-15179,world,493.6,16.109,False
SKU-15180,degree,666.21,24.563,True
SKU-15181,another,189.12,8.116,True
SKU-15182,send,967.4,3.02,True
SKU-15183,large,168.01,12.741,False
SKU-15184,collection,595.56,2.368,True
SKU-15185,spend,259.21,14.608,True
SKU-15186,act,385.66,22.639,True
SKU-15187,magazine,894.59,9.489,True
SKU-15188,back,840.69,18.257,True
SKU-15189,music,418.53,11.236,True
SKU-15190,professor,712.96,19.533,True
SKU-15191,production,687.39,12.487,True
SKU-15192,top,991.42,13.004,True
SKU-15193,figure,501.84,15.343,False
SKU-15194,success,903.88,6.408,True
SKU-15195,edge,691.13,6.263,True
SKU-15196,cover,798.56,17.071,True
SKU-15197,imagine,319.02,17.087,True
SKU-15198,more,730.9,13.841,False
SKU-15199,father,326.16,2.887,True
SKU-15200,international,277.51,7.818,False
