id	order_id	product_sku	quantity	line_note
ITM-00000411	ORD-001160	SKU-0063	1	1 x SKU-0063
ITM-00000412	ORD-001161	SKU-0063	5	5 x SKU-0063
ITM-00000413	ORD-001161	SKU-0070	5	5 x SKU-0070
ITM-00000414	ORD-001161	SKU-0002	1	1 x SKU-0002
ITM-00000415	ORD-001162	SKU-0017	2	2 x SKU-0017
ITM-00000416	ORD-001162	SKU-0044	4	4 x SKU-0044
ITM-00000417	ORD-001162	SKU-0051	2	2 x SKU-0051
ITM-00000418	ORD-001163	SKU-0078	2	2 x SKU-0078
ITM-00000419	ORD-001163	SKU-0015	3	3 x SKU-0015
ITM-00000420	ORD-001163	SKU-0005	3	3 x SKU-0005
ITM-00000421	ORD-001164	SKU-0020	2	2 x SKU-0020
ITM-00000422	ORD-001164	SKU-0030	1	1 x SKU-0030
ITM-00000423	ORD-001164	SKU-0040	3	3 x SKU-0040
ITM-00000424	ORD-001165	SKU-0039	1	1 x SKU-0039
ITM-00000425	ORD-001165	SKU-0047	3	3 x SKU-0047
ITM-00000426	ORD-001166	SKU-0019	1	1 x SKU-0019
ITM-00000427	ORD-001166	SKU-0025	4	4 x SKU-0025
ITM-00000428	ORD-001166	SKU-0002	5	5 x SKU-0002
ITM-00000429	ORD-001167	SKU-0007	1	1 x SKU-0007
ITM-00000430	ORD-001167	SKU-0020	1	1 x SKU-0020
ITM-00000431	ORD-001167	SKU-0036	2	2 x SKU-0036
ITM-00000432	ORD-001167	SKU-0015	5	5 x SKU-0015
ITM-00000433	ORD-001168	SKU-0030	4	4 x SKU-0030
ITM-00000434	ORD-001168	SKU-0070	3	3 x SKU-0070
ITM-00000435	ORD-001168	SKU-0064	3	3 x SKU-0064
ITM-00000436	ORD-001168	SKU-0036	2	2 x SKU-0036
ITM-00000437	ORD-001169	SKU-0045	4	4 x SKU-0045
ITM-00000438	ORD-001169	SKU-0069	3	3 x SKU-0069
ITM-00000439	ORD-001169	SKU-0047	5	5 x SKU-0047
ITM-00000440	ORD-001170	SKU-0001	1	1 x SKU-0001
ITM-00000441	ORD-001170	SKU-0025	4	4 x SKU-0025
ITM-00000442	ORD-001170	SKU-0001	1	1 x SKU-0001
ITM-00000443	ORD-001171	SKU-0014	1	1 x SKU-0014
ITM-00000444	ORD-001171	SKU-0003	4	4 x SKU-0003
ITM-00000445	ORD-001171	SKU-0060	3	3 x SKU-0060
ITM-00000446	ORD-001172	SKU-0070	4	4 x SKU-0070
ITM-00000447	ORD-001172	SKU-0070	2	2 x SKU-0070
ITM-00000448	ORD-001173	SKU-0027	2	2 x SKU-0027
ITM-00000449	ORD-001173	SKU-0057	4	4 x SKU-0057
ITM-00000450	ORD-001173	SKU-0048	5	5 x SKU-0048
ITM-00000451	ORD-001174	SKU-0032	3	3 x SKU-0032
ITM-00000452	ORD-001174	SKU-0022	2	2 x SKU-0022
ITM-00000453	ORD-001174	SKU-0064	5	5 x SKU-0064
ITM-00000454	ORD-001174	SKU-0033	2	2 x SKU-0033
ITM-00000455	ORD-001175	SKU-0012	3	3 x SKU-0012
ITM-00000456	ORD-001175	SKU-0076	4	4 x SKU-0076
ITM-00000457	ORD-001175	SKU-0003	3	3 x SKU-0003
ITM-00000458	ORD-001176	SKU-0022	3	3 x SKU-0022
ITM-00000459	ORD-001176	SKU-0027	3	3 x SKU-0027
ITM-00000460	ORD-001176	SKU-0035	4	4 x SKU-0035
ITM-00000461	ORD-001177	SKU-0016	2	2 x SKU-0016
ITM-00000462	ORD-001177	SKU-0002	2	2 x SKU-0002
ITM-00000463	ORD-001178	SKU-0068	3	3 x SKU-0068
ITM-00000464	ORD-001179	SKU-0042	3	3 x SKU-0042
ITM-00000465	ORD-001180	SKU-0050	5	5 x SKU-0050
ITM-00000466	ORD-001181	SKU-0052	4	4 x SKU-0052
ITM-00000467	ORD-001181	SKU-0033	1	1 x SKU-0033
ITM-00000468	ORD-001181	SKU-0013	5	5 x SKU-0013
ITM-00000469	ORD-001182	SKU-0074	1	1 x SKU-0074
ITM-00000470	ORD-001182	SKU-0007	3	3 x SKU-0007
ITM-00000471	ORD-001182	SKU-0018	4	4 x SKU-0018
ITM-00000472	ORD-001183	SKU-0010	2	2 x SKU-0010
ITM-00000473	ORD-001184	SKU-0040	5	5 x SKU-0040
ITM-00000474	ORD-001184	SKU-0052	3	3 x SKU-0052
ITM-00000475	ORD-001184	SKU-0065	4	4 x SKU-0065
ITM-00000476	ORD-001184	SKU-0035	3	3 x SKU-0035
ITM-00000477	ORD-001185	SKU-0040	3	3 x SKU-0040
ITM-00000478	ORD-001185	SKU-0010	2	2 x SKU-0010
ITM-00000479	ORD-001185	SKU-0079	4	4 x SKU-0079
ITM-00000480	ORD-001185	SKU-0072	4	4 x SKU-0072
ITM-00000481	ORD-001186	SKU-0033	4	4 x SKU-0033
ITM-00000482	ORD-001186	SKU-0068	1	1 x SKU-0068
ITM-00000483	ORD-001187	SKU-0080	5	5 x SKU-0080
ITM-00000484	ORD-001188	SKU-0019	3	3 x SKU-0019
ITM-00000485	ORD-001188	SKU-0073	3	3 x SKU-0073
ITM-00000486	ORD-001189	SKU-0019	5	5 x SKU-0019
ITM-00000487	ORD-001189	SKU-0040	1	1 x SKU-0040
ITM-00000488	ORD-001190	SKU-0009	2	2 x SKU-0009
ITM-00000489	ORD-001190	SKU-0008	2	2 x SKU-0008
ITM-00000490	ORD-001190	SKU-0063	1	1 x SKU-0063
ITM-00000491	ORD-001190	SKU-0079	2	2 x SKU-0079
ITM-00000492	ORD-001191	SKU-0031	5	5 x SKU-0031
ITM-00000493	ORD-001191	SKU-0033	3	3 x SKU-0033
ITM-00000494	ORD-001191	SKU-0037	4	4 x SKU-0037
ITM-00000495	ORD-001192	SKU-0002	1	1 x SKU-0002
ITM-00000496	ORD-001192	SKU-0019	1	1 x SKU-0019
ITM-00000497	ORD-001193	SKU-0037	4	4 x SKU-0037
ITM-00000498	ORD-001193	SKU-0026	2	2 x SKU-0026
ITM-00000499	ORD-001194	SKU-0047	1	1 x SKU-0047
ITM-00000500	ORD-001194	SKU-0025	3	3 x SKU-0025
ITM-00000501	ORD-001195	SKU-0017	3	3 x SKU-0017
ITM-00000502	ORD-001196	SKU-0022	4	4 x SKU-0022
ITM-00000503	ORD-001197	SKU-0009	2	2 x SKU-0009
ITM-00000504	ORD-001198	SKU-0029	1	1 x SKU-0029
ITM-00000505	ORD-001198	SKU-0063	4	4 x SKU-0063
ITM-00000506	ORD-001198	SKU-0034	2	2 x SKU-0034
ITM-00000507	ORD-001198	SKU-0013	3	3 x SKU-0013
ITM-00000508	ORD-001199	SKU-0053	5	5 x SKU-0053
ITM-00000509	ORD-001199	SKU-0074	2	2 x SKU-0074
ITM-00000510	ORD-001199	SKU-0068	2	2 x SKU-0068
ITM-00000511	ORD-001200	SKU-0042	5	5 x SKU-0042
ITM-00000512	ORD-001201	SKU-0027	2	2 x SKU-0027
ITM-00000513	ORD-001201	SKU-0029	5	5 x SKU-0029
ITM-00000514	ORD-001202	SKU-0059	4	4 x SKU-0059
ITM-00000515	ORD-001202	SKU-0073	2	2 x SKU-0073
ITM-00000516	ORD-001203	SKU-0063	5	5 x SKU-0063
ITM-00000517	ORD-001203	SKU-0014	5	5 x SKU-0014
ITM-00000518	ORD-001203	SKU-0020	5	5 x SKU-0020
ITM-00000519	ORD-001204	SKU-0012	5	5 x SKU-0012
ITM-00000520	ORD-001204	SKU-0001	5	5 x SKU-0001
ITM-00000521	ORD-001204	SKU-0069	5	5 x SKU-0069
ITM-00000522	ORD-001205	SKU-0022	2	2 x SKU-0022
ITM-00000523	ORD-001205	SKU-0028	1	1 x SKU-0028
ITM-00000524	ORD-001205	SKU-0045	3	3 x SKU-0045
ITM-00000525	ORD-001205	SKU-0061	2	2 x SKU-0061
ITM-00000526	ORD-001206	SKU-0051	2	2 x SKU-0051
ITM-00000527	ORD-001206	SKU-0028	2	2 x SKU-0028
ITM-00000528	ORD-001207	SKU-0039	5	5 x SKU-0039
ITM-00000529	ORD-001207	SKU-0033	1	1 x SKU-0033
ITM-00000530	ORD-001207	SKU-0066	2	2 x SKU-0066
ITM-00000531	ORD-001208	SKU-0070	2	2 x SKU-0070
ITM-00000532	ORD-001208	SKU-0001	2	2 x SKU-0001
ITM-00000533	ORD-001208	SKU-0043	2	2 x SKU-0043
ITM-00000534	ORD-001208	SKU-0079	4	4 x SKU-0079
ITM-00000535	ORD-001209	SKU-0014	2	2 x SKU-0014
ITM-00000536	ORD-001210	SKU-0003	4	4 x SKU-0003
ITM-00000537	ORD-001211	SKU-0044	3	3 x SKU-0044
ITM-00000538	ORD-001211	SKU-0011	2	2 x SKU-0011
ITM-00000539	ORD-001211	SKU-0048	5	5 x SKU-0048
ITM-00000540	ORD-001211	SKU-0034	3	3 x SKU-0034
ITM-00000541	ORD-001212	SKU-0059	1	1 x SKU-0059
ITM-00000542	ORD-001213	SKU-0026	4	4 x SKU-0026
ITM-00000543	ORD-001213	SKU-0008	5	5 x SKU-0008
ITM-00000544	ORD-001214	SKU-0018	2	2 x SKU-0018
ITM-00000545	ORD-001215	SKU-0018	3	3 x SKU-0018
ITM-00000546	ORD-001215	SKU-0063	3	3 x SKU-0063
ITM-00000547	ORD-001215	SKU-0042	5	5 x SKU-0042
ITM-00000548	ORD-001215	SKU-0050	3	3 x SKU-0050
ITM-00000549	ORD-001216	SKU-0008	1	1 x SKU-0008
ITM-00000550	ORD-001216	SKU-0054	2	2 x SKU-0054
ITM-00000551	ORD-001216	SKU-0059	1	1 x SKU-0059
ITM-00000552	ORD-001217	SKU-0044	5	5 x SKU-0044
ITM-00000553	ORD-001218	SKU-0061	4	4 x SKU-0061
ITM-00000554	ORD-001219	SKU-0065	2	2 x SKU-0065
ITM-00000555	ORD-001219	SKU-0051	5	5 x SKU-0051
ITM-00000556	ORD-001219	SKU-0048	5	5 x SKU-0048
ITM-00000557	ORD-001220	SKU-0050	3	3 x SKU-0050
ITM-00000558	ORD-001220	SKU-0056	3	3 x SKU-0056
ITM-00000559	ORD-001221	SKU-0034	4	4 x SKU-0034
ITM-00000560	ORD-001221	SKU-0002	1	1 x SKU-0002
ITM-00000561	ORD-001221	SKU-0025	5	5 x SKU-0025
ITM-00000562	ORD-001221	SKU-0063	5	5 x SKU-0063
ITM-00000563	ORD-001222	SKU-0009	1	1 x SKU-0009
ITM-00000564	ORD-001222	SKU-0048	4	4 x SKU-0048
ITM-00000565	ORD-001222	SKU-0045	2	2 x SKU-0045
ITM-00000566	ORD-001223	SKU-0001	3	3 x SKU-0001
ITM-00000567	ORD-001224	SKU-0039	2	2 x SKU-0039
ITM-00000568	ORD-001224	SKU-0039	1	1 x SKU-0039
ITM-00000569	ORD-001224	SKU-0024	1	1 x SKU-0024
ITM-00000570	ORD-001224	SKU-0068	2	2 x SKU-0068
ITM-00000571	ORD-001225	SKU-0079	2	2 x SKU-0079
ITM-00000572	ORD-001226	SKU-0068	3	3 x SKU-0068
ITM-00000573	ORD-001226	SKU-0071	4	4 x SKU-0071
ITM-00000574	ORD-001227	SKU-0008	2	2 x SKU-0008
ITM-00000575	ORD-001228	SKU-0007	2	2 x SKU-0007
ITM-00000576	ORD-001228	SKU-0059	2	2 x SKU-0059
ITM-00000577	ORD-001228	SKU-0001	4	4 x SKU-0001
ITM-00000578	ORD-001229	SKU-0007	5	5 x SKU-0007
ITM-00000579	ORD-001229	SKU-0065	5	5 x SKU-0065
ITM-00000580	ORD-001229	SKU-0007	2	2 x SKU-0007
ITM-00000581	ORD-001230	SKU-0076	4	4 x SKU-0076
ITM-00000582	ORD-001231	SKU-0044	5	5 x SKU-0044
ITM-00000583	ORD-001231	SKU-0067	3	3 x SKU-0067
ITM-00000584	ORD-001231	SKU-0037	5	5 x SKU-0037
ITM-00000585	ORD-001232	SKU-0002	2	2 x SKU-0002
ITM-00000586	ORD-001233	SKU-0008	5	5 x SKU-0008
ITM-00000587	ORD-001233	SKU-0011	3	3 x SKU-0011
ITM-00000588	ORD-001233	SKU-0024	1	1 x SKU-0024
ITM-00000589	ORD-001233	SKU-0080	3	3 x SKU-0080
ITM-00000590	ORD-001234	SKU-0055	1	1 x SKU-0055
ITM-00000591	ORD-001234	SKU-0072	2	2 x SKU-0072
ITM-00000592	ORD-001235	SKU-0029	1	1 x SKU-0029
ITM-00000593	ORD-001235	SKU-0067	1	1 x SKU-0067
ITM-00000594	ORD-001236	SKU-0020	1	1 x SKU-0020
ITM-00000595	ORD-001236	SKU-0018	4	4 x SKU-0018
ITM-00000596	ORD-001236	SKU-0074	1	1 x SKU-0074
ITM-00000597	ORD-001237	SKU-0049	5	5 x SKU-0049
ITM-00000598	ORD-001237	SKU-0032	2	2 x SKU-0032
ITM-00000599	ORD-001237	SKU-0014	4	4 x SKU-0014
ITM-00000600	ORD-001237	SKU-0009	5	5 x SKU-0009
ITM-00000601	ORD-001238	SKU-0051	4	4 x SKU-0051
ITM-00000602	ORD-001239	SKU-0009	1	1 x SKU-0009
ITM-00000603	ORD-001239	SKU-0070	2	2 x SKU-0070
ITM-00000604	ORD-001239	SKU-0048	3	3 x SKU-0048
ITM-00000605	ORD-001239	SKU-0017	3	3 x SKU-0017
ITM-00000606	ORD-001240	SKU-0071	1	1 x SKU-0071
ITM-00000607	ORD-001240	SKU-0015	1	1 x SKU-0015
ITM-00000608	ORD-001241	SKU-0070	4	4 x SKU-0070
ITM-00000609	ORD-001242	SKU-0043	1	1 x SKU-0043
ITM-00000610	ORD-001242	SKU-0051	5	5 x SKU-0051
ITM-00000611	ORD-001242	SKU-0077	3	3 x SKU-0077
ITM-00000612	ORD-001242	SKU-0020	5	5 x SKU-0020
ITM-00000613	ORD-001243	SKU-0058	3	3 x SKU-0058
ITM-00000614	ORD-001243	SKU-0057	3	3 x SKU-0057
ITM-00000615	ORD-001243	SKU-0061	5	5 x SKU-0061
ITM-00000616	ORD-001243	SKU-0002	5	5 x SKU-0002
ITM-00000617	ORD-001244	SKU-0041	4	4 x SKU-0041
ITM-00000618	ORD-001245	SKU-0072	4	4 x SKU-0072
ITM-00000619	ORD-001246	SKU-0022	1	1 x SKU-0022
ITM-00000620	ORD-001246	SKU-0002	5	5 x SKU-0002
ITM-00000621	ORD-001247	SKU-0062	1	1 x SKU-0062
ITM-00000622	ORD-001247	SKU-0039	1	1 x SKU-0039
ITM-00000623	ORD-001247	SKU-0009	5	5 x SKU-0009
ITM-00000624	ORD-001247	SKU-0027	1	1 x SKU-0027
ITM-00000625	ORD-001248	SKU-0025	3	3 x SKU-0025
ITM-00000626	ORD-001248	SKU-0016	3	3 x SKU-0016
ITM-00000627	ORD-001248	SKU-0042	3	3 x SKU-0042
ITM-00000628	ORD-001248	SKU-0073	1	1 x SKU-0073
ITM-00000629	ORD-001249	SKU-0025	1	1 x SKU-0025
ITM-00000630	ORD-001250	SKU-0015	2	2 x SKU-0015
ITM-00000631	ORD-001250	SKU-0005	3	3 x SKU-0005
ITM-00000632	ORD-001250	SKU-0005	3	3 x SKU-0005
ITM-00000633	ORD-001250	SKU-0003	1	1 x SKU-0003
ITM-00000634	ORD-001251	SKU-0017	3	3 x SKU-0017
ITM-00000635	ORD-001252	SKU-0076	1	1 x SKU-0076
ITM-00000636	ORD-001253	SKU-0069	4	4 x SKU-0069
ITM-00000637	ORD-001253	SKU-0003	1	1 x SKU-0003
ITM-00000638	ORD-001253	SKU-0037	5	5 x SKU-0037
ITM-00000639	ORD-001254	SKU-0006	4	4 x SKU-0006
ITM-00000640	ORD-001255	SKU-0009	1	1 x SKU-0009
ITM-00000641	ORD-001255	SKU-0043	3	3 x SKU-0043
ITM-00000642	ORD-001256	SKU-0066	4	4 x SKU-0066
ITM-00000643	ORD-001257	SKU-0037	1	1 x SKU-0037
ITM-00000644	ORD-001258	SKU-0056	3	3 x SKU-0056
ITM-00000645	ORD-001258	SKU-0073	1	1 x SKU-0073
ITM-00000646	ORD-001258	SKU-0043	3	3 x SKU-0043
ITM-00000647	ORD-001259	SKU-0069	3	3 x SKU-0069
ITM-00000648	ORD-001259	SKU-0020	5	5 x SKU-0020
ITM-00000649	ORD-001260	SKU-0015	2	2 x SKU-0015
ITM-00000650	ORD-001260	SKU-0065	5	5 x SKU-0065
ITM-00000651	ORD-001261	SKU-0077	4	4 x SKU-0077
ITM-00000652	ORD-001261	SKU-0006	3	3 x SKU-0006
ITM-00000653	ORD-001261	SKU-0062	2	2 x SKU-0062
ITM-00000654	ORD-001261	SKU-0041	3	3 x SKU-0041
ITM-00000655	ORD-001262	SKU-0015	4	4 x SKU-0015
ITM-00000656	ORD-001262	SKU-0034	5	5 x SKU-0034
ITM-00000657	ORD-001262	SKU-0080	3	3 x SKU-0080
ITM-00000658	ORD-001263	SKU-0056	2	2 x SKU-0056
ITM-00000659	ORD-001263	SKU-0033	3	3 x SKU-0033
ITM-00000660	ORD-001264	SKU-0004	1	1 x SKU-0004
ITM-00000661	ORD-001264	SKU-0071	3	3 x SKU-0071
ITM-00000662	ORD-001265	SKU-0068	4	4 x SKU-0068
ITM-00000663	ORD-001265	SKU-0065	3	3 x SKU-0065
ITM-00000664	ORD-001266	SKU-0047	2	2 x SKU-0047
ITM-00000665	ORD-001266	SKU-0074	2	2 x SKU-0074
ITM-00000666	ORD-001266	SKU-0008	1	1 x SKU-0008
ITM-00000667	ORD-001266	SKU-0013	5	5 x SKU-0013
ITM-00000668	ORD-001267	SKU-0035	2	2 x SKU-0035
ITM-00000669	ORD-001267	SKU-0004	4	4 x SKU-0004
ITM-00000670	ORD-001267	SKU-0026	5	5 x SKU-0026
ITM-00000671	ORD-001268	SKU-0035	5	5 x SKU-0035
ITM-00000672	ORD-001269	SKU-0048	2	2 x SKU-0048
ITM-00000673	ORD-001269	SKU-0025	2	2 x SKU-0025
ITM-00000674	ORD-001269	SKU-0010	1	1 x SKU-0010
ITM-00000675	ORD-001270	SKU-0018	1	1 x SKU-0018
ITM-00000676	ORD-001270	SKU-0014	2	2 x SKU-0014
ITM-00000677	ORD-001270	SKU-0002	4	4 x SKU-0002
ITM-00000678	ORD-001270	SKU-0029	2	2 x SKU-0029
ITM-00000679	ORD-001271	SKU-0071	2	2 x SKU-0071
ITM-00000680	ORD-001271	SKU-0069	3	3 x SKU-0069
ITM-00000681	ORD-001271	SKU-0047	3	3 x SKU-0047
ITM-00000682	ORD-001272	SKU-0072	4	4 x SKU-0072
ITM-00000683	ORD-001272	SKU-0045	3	3 x SKU-0045
ITM-00000684	ORD-001272	SKU-0069	4	4 x SKU-0069
ITM-00000685	ORD-001272	SKU-0054	1	1 x SKU-0054
ITM-00000686	ORD-001273	SKU-0017	5	5 x SKU-0017
ITM-00000687	ORD-001273	SKU-0073	2	2 x SKU-0073
ITM-00000688	ORD-001273	SKU-0029	4	4 x SKU-0029
ITM-00000689	ORD-001274	SKU-0043	1	1 x SKU-0043
ITM-00000690	ORD-001274	SKU-0035	4	4 x SKU-0035
ITM-00000691	ORD-001274	SKU-0050	5	5 x SKU-0050
ITM-00000692	ORD-001275	SKU-0041	5	5 x SKU-0041
ITM-00000693	ORD-001275	SKU-0012	3	3 x SKU-0012
ITM-00000694	ORD-001275	SKU-0037	1	1 x SKU-0037
ITM-00000695	ORD-001276	SKU-0006	3	3 x SKU-0006
ITM-00000696	ORD-001276	SKU-0042	4	4 x SKU-0042
ITM-00000697	ORD-001276	SKU-0031	1	1 x SKU-0031
ITM-00000698	ORD-001276	SKU-0016	3	3 x SKU-0016
ITM-00000699	ORD-001277	SKU-0026	5	5 x SKU-0026
ITM-00000700	ORD-001277	SKU-0017	4	4 x SKU-0017
ITM-00000701	ORD-001277	SKU-0052	2	2 x SKU-0052
ITM-00000702	ORD-001277	SKU-0045	1	1 x SKU-0045
ITM-00000703	ORD-001278	SKU-0011	2	2 x SKU-0011
ITM-00000704	ORD-001278	SKU-0070	3	3 x SKU-0070
ITM-00000705	ORD-001279	SKU-0023	2	2 x SKU-0023
ITM-00000706	ORD-001279	SKU-0030	4	4 x SKU-0030
ITM-00000707	ORD-001279	SKU-0075	5	5 x SKU-0075
ITM-00000708	ORD-001279	SKU-0011	4	4 x SKU-0011
ITM-00000709	ORD-001280	SKU-0075	2	2 x SKU-0075
ITM-00000710	ORD-001280	SKU-0011	4	4 x SKU-0011
ITM-00000711	ORD-001281	SKU-0023	3	3 x SKU-0023
ITM-00000712	ORD-001281	SKU-0026	1	1 x SKU-0026
ITM-00000713	ORD-001281	SKU-0013	4	4 x SKU-0013
ITM-00000714	ORD-001282	SKU-0049	2	2 x SKU-0049
ITM-00000715	ORD-001282	SKU-0080	4	4 x SKU-0080
ITM-00000716	ORD-001282	SKU-0033	5	5 x SKU-0033
ITM-00000717	ORD-001282	SKU-0074	4	4 x SKU-0074
ITM-00000718	ORD-001283	SKU-0021	5	5 x SKU-0021
ITM-00000719	ORD-001284	SKU-0060	4	4 x SKU-0060
ITM-00000720	ORD-001284	SKU-0056	4	4 x SKU-0056
ITM-00000721	ORD-001284	SKU-0026	3	3 x SKU-0026
ITM-00000722	ORD-001284	SKU-0010	2	2 x SKU-0010
ITM-00000723	ORD-001285	SKU-0019	5	5 x SKU-0019
ITM-00000724	ORD-001286	SKU-0039	4	4 x SKU-0039
ITM-00000725	ORD-001287	SKU-0045	1	1 x SKU-0045
ITM-00000726	ORD-001287	SKU-0071	3	3 x SKU-0071
ITM-00000727	ORD-001288	SKU-0017	1	1 x SKU-0017
ITM-00000728	ORD-001288	SKU-0061	3	3 x SKU-0061
ITM-00000729	ORD-001289	SKU-0011	4	4 x SKU-0011
ITM-00000730	ORD-001290	SKU-0080	5	5 x SKU-0080
ITM-00000731	ORD-001290	SKU-0027	4	4 x SKU-0027
ITM-00000732	ORD-001290	SKU-0018	4	4 x SKU-0018
ITM-00000733	ORD-001291	SKU-0010	4	4 x SKU-0010
ITM-00000734	ORD-001291	SKU-0021	5	5 x SKU-0021
ITM-00000735	ORD-001292	SKU-0065	2	2 x SKU-0065
ITM-00000736	ORD-001292	SKU-0011	4	4 x SKU-0011
ITM-00000737	ORD-001293	SKU-0049	5	5 x SKU-0049
ITM-00000738	ORD-001293	SKU-0035	2	2 x SKU-0035
ITM-00000739	ORD-001294	SKU-0028	1	1 x SKU-0028
ITM-00000740	ORD-001294	SKU-0078	3	3 x SKU-0078
ITM-00000741	ORD-001294	SKU-0048	4	4 x SKU-0048
ITM-00000742	ORD-001294	SKU-0016	4	4 x SKU-0016
ITM-00000743	ORD-001295	SKU-0017	4	4 x SKU-0017
ITM-00000744	ORD-001296	SKU-0050	1	1 x SKU-0050
ITM-00000745	ORD-001297	SKU-0065	1	1 x SKU-0065
ITM-00000746	ORD-001298	SKU-0064	1	1 x SKU-0064
ITM-00000747	ORD-001299	SKU-0063	3	3 x SKU-0063
ITM-00000748	ORD-001299	SKU-0061	5	5 x SKU-0061
ITM-00000749	ORD-001299	SKU-0066	1	1 x SKU-0066
ITM-00000750	ORD-001300	SKU-0028	3	3 x SKU-0028
ITM-00000751	ORD-001300	SKU-0005	3	3 x SKU-0005
ITM-00000752	ORD-001300	SKU-0071	3	3 x SKU-0071
ITM-00000753	ORD-001300	SKU-0028	4	4 x SKU-0028
ITM-00000754	ORD-001301	SKU-0033	3	3 x SKU-0033
ITM-00000755	ORD-001302	SKU-0063	2	2 x SKU-0063
ITM-00000756	ORD-001302	SKU-0013	5	5 x SKU-0013
ITM-00000757	ORD-001303	SKU-0005	1	1 x SKU-0005
ITM-00000758	ORD-001303	SKU-0061	5	5 x SKU-0061
ITM-00000759	ORD-001304	SKU-0035	5	5 x SKU-0035
ITM-00000760	ORD-001304	SKU-0021	4	4 x SKU-0021
ITM-00000761	ORD-001304	SKU-0064	4	4 x SKU-0064
ITM-00000762	ORD-001305	SKU-0070	3	3 x SKU-0070
ITM-00000763	ORD-001305	SKU-0067	2	2 x SKU-0067
ITM-00000764	ORD-001305	SKU-0008	5	5 x SKU-0008
ITM-00000765	ORD-001305	SKU-0002	2	2 x SKU-0002
ITM-00000766	ORD-001306	SKU-0001	4	4 x SKU-0001
ITM-00000767	ORD-001306	SKU-0029	2	2 x SKU-0029
ITM-00000768	ORD-001306	SKU-0030	5	5 x SKU-0030
ITM-00000769	ORD-001306	SKU-0033	1	1 x SKU-0033
ITM-00000770	ORD-001307	SKU-0044	5	5 x SKU-0044
ITM-00000771	ORD-001307	SKU-0041	4	4 x SKU-0041
ITM-00000772	ORD-001307	SKU-0076	4	4 x SKU-0076
ITM-00000773	ORD-001308	SKU-0019	4	4 x SKU-0019
ITM-00000774	ORD-001308	SKU-0009	1	1 x SKU-0009
ITM-00000775	ORD-001308	SKU-0006	2	2 x SKU-0006
ITM-00000776	ORD-001308	SKU-0064	1	1 x SKU-0064
ITM-00000777	ORD-001309	SKU-0067	2	2 x SKU-0067
ITM-00000778	ORD-001309	SKU-0068	2	2 x SKU-0068
ITM-00000779	ORD-001309	SKU-0065	2	2 x SKU-0065
ITM-00000780	ORD-001309	SKU-0034	2	2 x SKU-0034
ITM-00000781	ORD-001310	SKU-0079	3	3 x SKU-0079
ITM-00000782	ORD-001310	SKU-0044	4	4 x SKU-0044
ITM-00000783	ORD-001310	SKU-0017	1	1 x SKU-0017
ITM-00000784	ORD-001310	SKU-0001	3	3 x SKU-0001
ITM-00000785	ORD-001311	SKU-0008	5	5 x SKU-0008
ITM-00000786	ORD-001311	SKU-0030	4	4 x SKU-0030
ITM-00000787	ORD-001311	SKU-0053	2	2 x SKU-0053
ITM-00000788	ORD-001312	SKU-0004	4	4 x SKU-0004
ITM-00000789	ORD-001312	SKU-0009	4	4 x SKU-0009
ITM-00000790	ORD-001312	SKU-0050	2	2 x SKU-0050
ITM-00000791	ORD-001312	SKU-0031	3	3 x SKU-0031
ITM-00000792	ORD-001313	SKU-0003	1	1 x SKU-0003
ITM-00000793	ORD-001313	SKU-0055	5	5 x SKU-0055
ITM-00000794	ORD-001313	SKU-0075	3	3 x SKU-0075
ITM-00000795	ORD-001314	SKU-0035	1	1 x SKU-0035
ITM-00000796	ORD-001315	SKU-0075	3	3 x SKU-0075
ITM-00000797	ORD-001316	SKU-0056	2	2 x SKU-0056
ITM-00000798	ORD-001317	SKU-0013	1	1 x SKU-0013
ITM-00000799	ORD-001318	SKU-0008	5	5 x SKU-0008
ITM-00000800	ORD-001318	SKU-0031	4	4 x SKU-0031
ITM-00000801	ORD-001318	SKU-0048	3	3 x SKU-0048
ITM-00000802	ORD-001319	SKU-0028	5	5 x SKU-0028
ITM-00000803	ORD-001320	SKU-0080	3	3 x SKU-0080
ITM-00000804	ORD-001320	SKU-0065	3	3 x SKU-0065
ITM-00000805	ORD-001320	SKU-0044	3	3 x SKU-0044
ITM-00000806	ORD-001321	SKU-0056	4	4 x SKU-0056
ITM-00000807	ORD-001321	SKU-0060	3	3 x SKU-0060
ITM-00000808	ORD-001321	SKU-0009	2	2 x SKU-0009
ITM-00000809	ORD-001322	SKU-0057	4	4 x SKU-0057
ITM-00000810	ORD-001323	SKU-0066	3	3 x SKU-0066
ITM-00000811	ORD-001324	SKU-0011	3	3 x SKU-0011
ITM-00000812	ORD-001324	SKU-0047	3	3 x SKU-0047
ITM-00000813	ORD-001324	SKU-0034	2	2 x SKU-0034
ITM-00000814	ORD-001325	SKU-0077	4	4 x SKU-0077
ITM-00000815	ORD-001325	SKU-0044	4	4 x SKU-0044
ITM-00000816	ORD-001325	SKU-0023	2	2 x SKU-0023
ITM-00000817	ORD-001325	SKU-0048	3	3 x SKU-0048
ITM-00000818	ORD-001326	SKU-0001	4	4 x SKU-0001
ITM-00000819	ORD-001326	SKU-0057	2	2 x SKU-0057
ITM-00000820	ORD-001327	SKU-0044	3	3 x SKU-0044
ITM-00000821	ORD-001328	SKU-0031	3	3 x SKU-0031
