"id";"customer_id";"order_date";"status";"total"
"ORD-001396";"CUST-000136";"04.05.2026";"returned";"1374,42"
"ORD-001397";"CUST-000136";"22.01.2026";"shipped";"957,95"
"ORD-001398";"CUST-000136";"07.07.2026";"shipped";"1925,49"
"ORD-001399";"CUST-000137";"25.04.2026";"open";"923,32"
"ORD-001400";"CUST-000137";"22.04.2026";"shipped";"1641,38"
"ORD-001401";"CUST-000137";"21.04.2026";"open";"1754,58"
"ORD-001402";"CUST-000138";"26.07.2026";"delivered";"914,11"
"ORD-001403";"CUST-000138";"08.07.2026";"shipped";"1960,06"
"ORD-001404";"CUST-000138";"14.01.2026";"open";"1405,75"
"ORD-001405";"CUST-000138";"10.08.2026";"shipped";"52,78"
"ORD-001406";"CUST-000139";"28.03.2026";"shipped";"547,32"
"ORD-001407";"CUST-000139";"13.06.2026";"shipped";"1881,36"
"ORD-001408";"CUST-000139";"06.06.2026";"shipped";"459,91"
"ORD-001409";"CUST-000140";"23.04.2026";"delivered";"1396,36"
"ORD-001410";"CUST-000140";"04.06.2026";"cancelled";"1669,75"
"ORD-001411";"CUST-000140";"22.06.2026";"shipped";"20,15"
"ORD-001412";"CUST-000141";"14.01.2026";"delivered";"919,18"
"ORD-001413";"CUST-000141";"25.04.2026";"shipped";"1934,46"
"ORD-001414";"CUST-000141";"11.01.2026";"processing";"1069,89"
"ORD-001415";"CUST-000142";"09.07.2026";"processing";"1958,04"
"ORD-001416";"CUST-000142";"02.05.2026";"processing";"1926,96"
"ORD-001417";"CUST-000142";"21.06.2026";"processing";"582,63"
"ORD-001418";"CUST-000143";"19.05.2026";"shipped";"1960,81"
"ORD-001419";"CUST-000143";"21.04.2026";"shipped";"1057,05"
"ORD-001420";"CUST-000143";"10.03.2026";"open";"915,56"
"ORD-001421";"CUST-000144";"21.07.2026";"shipped";"790,31"
"ORD-001422";"CUST-000144";"02.07.2026";"open";"922,93"
"ORD-001423";"CUST-000144";"04.02.2026";"shipped";"925,05"
"ORD-001424";"CUST-000144";"04.01.2026";"shipped";"1445,4"
"ORD-001425";"CUST-000144";"09.07.2026";"returned";"240,86"
"ORD-001426";"CUST-000145";"08.01.2026";"delivered";"839,33"
"ORD-001427";"CUST-000145";"02.06.2026";"processing";"1498,62"
"ORD-001428";"CUST-000145";"28.06.2026";"shipped";"1774,11"
"ORD-001429";"CUST-000145";"14.01.2026";"shipped";"486,46"
"ORD-001430";"CUST-000146";"03.02.2026";"cancelled";"1710,02"
"ORD-001431";"CUST-000146";"14.07.2026";"open";"254,79"
"ORD-001432";"CUST-000146";"01.05.2026";"delivered";"1683,93"
"ORD-001433";"CUST-000146";"09.02.2026";"delivered";"159,03"
"ORD-001434";"CUST-000147";"07.04.2026";"delivered";"378,46"
"ORD-001435";"CUST-000147";"15.04.2026";"shipped";"466,55"
"ORD-001436";"CUST-000147";"03.01.2026";"shipped";"1913,2"
"ORD-001437";"CUST-000147";"10.07.2026";"shipped";"842,14"
"ORD-001438";"CUST-000147";"05.05.2026";"delivered";"1776,5"
"ORD-001439";"CUST-000148";"16.03.2026";"delivered";"789,22"
"ORD-001440";"CUST-000148";"18.05.2026";"open";"1397,5"
"ORD-001441";"CUST-000148";"27.05.2026";"open";"1573,22"
"ORD-001442";"CUST-000148";"22.03.2026";"shipped";"45,65"
"ORD-001443";"CUST-000149";"14.02.2026";"open";"740,66"
"ORD-001444";"CUST-000149";"13.06.2026";"shipped";"186,77"
"ORD-001445";"CUST-000149";"17.06.2026";"open";"1177,23"
"ORD-001446";"CUST-000149";"31.05.2026";"shipped";"1029,64"
"ORD-001447";"CUST-000149";"06.01.2026";"processing";"844,74"
"ORD-001448";"CUST-000150";"01.03.2026";"shipped";"526,73"
"ORD-001449";"CUST-000150";"10.07.2026";"cancelled";"919,31"
"ORD-001450";"CUST-000150";"11.03.2026";"delivered";"447,06"
"ORD-001451";"CUST-000151";"10.03.2026";"processing";"506,07"
"ORD-001452";"CUST-000152";"26.06.2026";"delivered";"1592,4"
"ORD-001453";"CUST-000152";"30.06.2026";"delivered";"196,0"
"ORD-001454";"CUST-000152";"10.05.2026";"shipped";"160,76"
"ORD-001455";"CUST-000153";"29.06.2026";"processing";"585,49"
"ORD-001456";"CUST-000153";"12.05.2026";"shipped";"600,47"
"ORD-001457";"CUST-000153";"12.03.2026";"returned";"1623,77"
"ORD-001458";"CUST-000153";"13.02.2026";"open";"103,57"
"ORD-001459";"CUST-000153";"11.08.2026";"delivered";"1898,07"
"ORD-001460";"CUST-000154";"07.01.2026";"shipped";"179,57"
"ORD-001461";"CUST-000155";"13.05.2026";"shipped";"180,51"
"ORD-001462";"CUST-000156";"14.05.2026";"open";"870,84"
"ORD-001463";"CUST-000157";"12.06.2026";"shipped";"583,65"
"ORD-001464";"CUST-000157";"29.04.2026";"shipped";"941,2"
"ORD-001465";"CUST-000157";"09.06.2026";"shipped";"1836,65"
"ORD-001466";"CUST-000157";"28.03.2026";"processing";"1267,07"
"ORD-001467";"CUST-000158";"30.04.2026";"processing";"981,66"
"ORD-001468";"CUST-000158";"07.05.2026";"shipped";"107,95"
"ORD-001469";"CUST-000159";"28.03.2026";"shipped";"900,9"
"ORD-001470";"CUST-000159";"17.06.2026";"shipped";"1899,69"
"ORD-001471";"CUST-000159";"30.04.2026";"shipped";"611,68"
"ORD-001472";"CUST-000159";"09.06.2026";"delivered";"75,12"
"ORD-001473";"CUST-000160";"16.02.2026";"open";"1501,48"
"ORD-001474";"CUST-000160";"08.06.2026";"processing";"91,92"
"ORD-001475";"CUST-000160";"27.05.2026";"shipped";"1740,81"
"ORD-001476";"CUST-000160";"05.02.2026";"shipped";"1341,07"
"ORD-001477";"CUST-000160";"23.06.2026";"shipped";"240,44"
"ORD-001478";"CUST-000161";"02.05.2026";"delivered";"1807,71"
"ORD-001479";"CUST-000161";"15.04.2026";"delivered";"210,42"
"ORD-001480";"CUST-000161";"08.08.2026";"delivered";"1589,43"
"ORD-001481";"CUST-000162";"04.02.2026";"shipped";"194,47"
"ORD-001482";"CUST-000162";"02.05.2026";"open";"1074,36"
"ORD-001483";"CUST-000162";"07.04.2026";"processing";"1578,64"
"ORD-001484";"CUST-000162";"15.05.2026";"shipped";"906,63"
"ORD-001485";"CUST-000162";"19.04.2026";"processing";"1638,84"
"ORD-001486";"CUST-000163";"30.03.2026";"shipped";"1539,05"
"ORD-001487";"CUST-000163";"21.07.2026";"delivered";"938,67"
"ORD-001488";"CUST-000163";"07.06.2026";"open";"627,67"
"ORD-001489";"CUST-000164";"11.04.2026";"cancelled";"678,8"
"ORD-001490";"CUST-000164";"13.03.2026";"open";"763,59"
"ORD-001491";"CUST-000164";"08.04.2026";"shipped";"1076,02"
"ORD-001492";"CUST-000164";"19.02.2026";"shipped";"724,81"
"ORD-001493";"CUST-000165";"06.06.2026";"processing";"1886,97"
"ORD-001494";"CUST-000165";"03.08.2026";"shipped";"1534,58"
"ORD-001495";"CUST-000165";"23.01.2026";"shipped";"1331,32"
"ORD-001496";"CUST-000165";"14.05.2026";"shipped";"1301,06"
"ORD-001497";"CUST-000165";"08.01.2026";"open";"1154,93"
"ORD-001498";"CUST-000166";"03.05.2026";"delivered";"496,32"
"ORD-001499";"CUST-000166";"24.06.2026";"shipped";"501,1"
"ORD-001500";"CUST-000166";"16.05.2026";"shipped";"1275,35"
"ORD-001501";"CUST-000166";"25.04.2026";"open";"297,14"
"ORD-001502";"CUST-000166";"08.03.2026";"shipped";"701,33"
"ORD-001503";"CUST-000167";"23.01.2026";"shipped";"519,79"
"ORD-001504";"CUST-000167";"08.02.2026";"shipped";"1537,14"
"ORD-001505";"CUST-000167";"30.07.2026";"shipped";"1904,89"
"ORD-001506";"CUST-000167";"28.02.2026";"shipped";"1825,64"
"ORD-001507";"CUST-000167";"09.07.2026";"shipped";"553,65"
"ORD-001508";"CUST-000168";"03.01.2026";"delivered";"830,8"
"ORD-001509";"CUST-000168";"15.01.2026";"delivered";"465,83"
"ORD-001510";"CUST-000168";"21.05.2026";"open";"875,92"
"ORD-001511";"CUST-000168";"01.06.2026";"open";"1942,87"
"ORD-001512";"CUST-000168";"09.05.2026";"shipped";"1331,63"
"ORD-001513";"CUST-000169";"23.01.2026";"shipped";"1977,67"
"ORD-001514";"CUST-000169";"25.06.2026";"shipped";"821,65"
"ORD-001515";"CUST-000169";"05.06.2026";"shipped";"776,74"
"ORD-001516";"CUST-000169";"14.03.2026";"cancelled";"1737,89"
"ORD-001517";"CUST-000170";"01.06.2026";"shipped";"738,27"
"ORD-001518";"CUST-000170";"28.03.2026";"shipped";"576,93"
"ORD-001519";"CUST-000171";"26.03.2026";"shipped";"1456,39"
"ORD-001520";"CUST-000171";"15.02.2026";"delivered";"755,93"
"ORD-001521";"CUST-000171";"20.06.2026";"delivered";"1244,59"
"ORD-001522";"CUST-000171";"05.08.2026";"processing";"461,39"
"ORD-001523";"CUST-000172";"24.06.2026";"shipped";"1090,11"
"ORD-001524";"CUST-000172";"06.02.2026";"shipped";"1480,81"
"ORD-001525";"CUST-000172";"31.01.2026";"shipped";"1906,45"
"ORD-001526";"CUST-000172";"01.02.2026";"open";"1260,06"
"ORD-001527";"CUST-000173";"15.06.2026";"delivered";"1514,62"
"ORD-001528";"CUST-000174";"18.07.2026";"open";"1664,4"
"ORD-001529";"CUST-000175";"17.05.2026";"open";"905,43"
"ORD-001530";"CUST-000176";"18.05.2026";"delivered";"1731,84"
"ORD-001531";"CUST-000176";"23.05.2026";"open";"1666,42"
"ORD-001532";"CUST-000176";"27.05.2026";"shipped";"296,32"
"ORD-001533";"CUST-000177";"22.07.2026";"shipped";"1307,84"
"ORD-001534";"CUST-000177";"06.04.2026";"returned";"916,34"
"ORD-001535";"CUST-000178";"19.05.2026";"returned";"958,23"
"ORD-001536";"CUST-000178";"10.06.2026";"open";"68,71"
"ORD-001537";"CUST-000178";"18.03.2026";"processing";"1397,74"
"ORD-001538";"CUST-000178";"19.03.2026";"shipped";"1627,97"
"ORD-001539";"CUST-000178";"28.06.2026";"shipped";"367,96"
"ORD-001540";"CUST-000179";"20.06.2026";"processing";"29,65"
"ORD-001541";"CUST-000179";"07.03.2026";"shipped";"1417,45"
"ORD-001542";"CUST-000179";"20.06.2026";"shipped";"222,85"
"ORD-001543";"CUST-000180";"03.03.2026";"open";"1737,39"
"ORD-001544";"CUST-000180";"26.05.2026";"shipped";"1559,43"
"ORD-001545";"CUST-000180";"29.01.2026";"shipped";"437,98"
"ORD-001546";"CUST-000181";"03.06.2026";"shipped";"578,42"
"ORD-001547";"CUST-000181";"16.07.2026";"open";"493,0"
"ORD-001548";"CUST-000181";"16.04.2026";"shipped";"1731,92"
"ORD-001549";"CUST-000181";"24.05.2026";"shipped";"1212,0"
"ORD-001550";"CUST-000181";"02.02.2026";"processing";"251,01"
"ORD-001551";"CUST-000182";"10.03.2026";"shipped";"1646,66"
"ORD-001552";"CUST-000182";"24.02.2026";"shipped";"1409,06"
"ORD-001553";"CUST-000182";"30.01.2026";"shipped";"1924,94"
"ORD-001554";"CUST-000183";"04.01.2026";"open";"1410,87"
"ORD-001555";"CUST-000183";"14.02.2026";"shipped";"138,99"
"ORD-001556";"CUST-000184";"07.05.2026";"shipped";"1767,45"
"ORD-001557";"CUST-000184";"30.07.2026";"shipped";"350,95"
"ORD-001558";"CUST-000184";"22.01.2026";"shipped";"62,11"
"ORD-001559";"CUST-000184";"18.03.2026";"shipped";"1901,94"
"ORD-001560";"CUST-000184";"12.01.2026";"shipped";"1290,97"
"ORD-001561";"CUST-000185";"02.07.2026";"shipped";"1690,81"
"ORD-001562";"CUST-000185";"18.05.2026";"delivered";"1525,84"
"ORD-001563";"CUST-000186";"12.07.2026";"shipped";"904,33"
"ORD-001564";"CUST-000186";"17.02.2026";"shipped";"935,52"
"ORD-001565";"CUST-000186";"19.03.2026";"processing";"1067,23"
"ORD-001566";"CUST-000187";"27.02.2026";"shipped";"594,16"
"ORD-001567";"CUST-000187";"11.02.2026";"shipped";"1409,52"
"ORD-001568";"CUST-000187";"18.04.2026";"delivered";"890,0"
"ORD-001569";"CUST-000187";"20.01.2026";"processing";"1453,32"
"ORD-001570";"CUST-000187";"12.05.2026";"processing";"668,63"
"ORD-001571";"CUST-000188";"14.04.2026";"delivered";"1332,25"
"ORD-001572";"CUST-000188";"18.01.2026";"cancelled";"1923,51"
"ORD-001573";"CUST-000188";"24.05.2026";"processing";"1258,12"
"ORD-001574";"CUST-000188";"22.06.2026";"delivered";"1790,96"
"ORD-001575";"CUST-000188";"20.03.2026";"delivered";"140,31"
"ORD-001576";"CUST-000189";"24.06.2026";"processing";"1075,09"
"ORD-001577";"CUST-000189";"05.01.2026";"cancelled";"653,68"
"ORD-001578";"CUST-000190";"03.03.2026";"delivered";"1477,97"
"ORD-001579";"CUST-000190";"14.07.2026";"shipped";"652,73"
"ORD-001580";"CUST-000190";"06.02.2026";"shipped";"619,3"
"ORD-001581";"CUST-000191";"20.01.2026";"shipped";"421,55"
"ORD-001582";"CUST-000191";"05.08.2026";"shipped";"740,02"
"ORD-001583";"CUST-000191";"11.05.2026";"shipped";"463,13"
"ORD-001584";"CUST-000191";"30.04.2026";"returned";"1460,74"
"ORD-001585";"CUST-000192";"17.06.2026";"shipped";"39,55"
"ORD-001586";"CUST-000193";"21.04.2026";"shipped";"936,39"
"ORD-001587";"CUST-000193";"23.07.2026";"shipped";"1516,69"
"ORD-001588";"CUST-000193";"31.03.2026";"cancelled";"1233,91"
"ORD-001589";"CUST-000193";"14.07.2026";"open";"676,12"
"ORD-001590";"CUST-000194";"24.03.2026";"shipped";"558,8"
"ORD-001591";"CUST-000194";"21.01.2026";"processing";"1833,87"
"ORD-001592";"CUST-000195";"01.07.2026";"cancelled";"1335,69"
"ORD-001593";"CUST-000195";"02.04.2026";"open";"1946,86"
"ORD-001594";"CUST-000196";"12.04.2026";"shipped";"1684,07"
"ORD-001595";"CUST-000196";"10.05.2026";"shipped";"1925,54"
"ORD-001596";"CUST-000196";"27.03.2026";"shipped";"759,33"
"ORD-001597";"CUST-000196";"29.06.2026";"delivered";"1564,12"
"ORD-001598";"CUST-000196";"30.04.2026";"delivered";"433,87"
"ORD-001599";"CUST-000197";"02.08.2026";"shipped";"1604,94"
"ORD-001600";"CUST-000197";"16.06.2026";"processing";"343,52"
"ORD-001601";"CUST-000198";"05.05.2026";"shipped";"872,57"
"ORD-001602";"CUST-000198";"26.01.2026";"shipped";"218,28"
"ORD-001603";"CUST-000198";"21.01.2026";"delivered";"1360,77"
"ORD-001604";"CUST-000198";"13.04.2026";"shipped";"1151,52"
"ORD-001605";"CUST-000198";"04.08.2026";"processing";"1513,46"
"ORD-001606";"CUST-000199";"18.01.2026";"shipped";"527,46"
"ORD-001607";"CUST-000199";"17.07.2026";"shipped";"320,53"
"ORD-001608";"CUST-000199";"29.05.2026";"shipped";"998,52"
"ORD-001609";"CUST-000200";"10.07.2026";"cancelled";"1691,66"
"ORD-001610";"CUST-000200";"05.04.2026";"shipped";"1661,1"
"ORD-001611";"CUST-000200";"20.03.2026";"cancelled";"1849,39"
"ORD-001612";"CUST-000200";"08.03.2026";"shipped";"900,63"
"ORD-001613";"CUST-000200";"17.03.2026";"open";"1343,15"
"ORD-001614";"CUST-000201";"15.01.2026";"shipped";"1443,14"
"ORD-001615";"CUST-000201";"13.03.2026";"cancelled";"1868,06"
"ORD-001616";"CUST-000201";"01.02.2026";"processing";"1512,01"
"ORD-001617";"CUST-000201";"04.07.2026";"shipped";"1823,78"
"ORD-001618";"CUST-000202";"05.04.2026";"open";"362,02"
"ORD-001619";"CUST-000202";"03.08.2026";"cancelled";"811,51"
"ORD-001620";"CUST-000202";"02.04.2026";"shipped";"1026,2"
"ORD-001621";"CUST-000203";"05.08.2026";"delivered";"1517,86"
"ORD-001622";"CUST-000203";"05.06.2026";"shipped";"911,55"
"ORD-001623";"CUST-000203";"26.04.2026";"processing";"1635,66"
"ORD-001624";"CUST-000204";"02.07.2026";"open";"65,39"
"ORD-001625";"CUST-000204";"18.05.2026";"shipped";"856,84"
"ORD-001626";"CUST-000204";"23.02.2026";"open";"1277,7"
"ORD-001627";"CUST-000204";"20.01.2026";"shipped";"793,76"
"ORD-001628";"CUST-000204";"03.08.2026";"processing";"1408,86"
"ORD-001629";"CUST-000205";"16.01.2026";"shipped";"561,7"
"ORD-001630";"CUST-000205";"23.01.2026";"open";"771,66"
"ORD-001631";"CUST-000205";"03.02.2026";"delivered";"1940,06"
"ORD-001632";"CUST-000206";"22.03.2026";"shipped";"1744,93"
"ORD-001633";"CUST-000206";"27.04.2026";"processing";"1081,63"
"ORD-001634";"CUST-000206";"23.03.2026";"shipped";"1218,84"
"ORD-001635";"CUST-000206";"17.01.2026";"shipped";"1555,24"
"ORD-001636";"CUST-000206";"28.07.2026";"shipped";"819,99"
"ORD-001637";"CUST-000207";"16.03.2026";"shipped";"186,26"
"ORD-001638";"CUST-000208";"09.03.2026";"shipped";"1540,59"
"ORD-001639";"CUST-000208";"06.02.2026";"open";"1110,67"
"ORD-001640";"CUST-000209";"13.03.2026";"shipped";"510,72"
"ORD-001641";"CUST-000210";"06.02.2026";"processing";"1868,52"
"ORD-001642";"CUST-000210";"13.05.2026";"open";"251,17"
"ORD-001643";"CUST-000210";"05.07.2026";"shipped";"1520,35"
"ORD-001644";"CUST-000210";"22.06.2026";"processing";"572,52"
"ORD-001645";"CUST-000210";"30.06.2026";"shipped";"311,51"
"ORD-001646";"CUST-000211";"19.02.2026";"shipped";"902,82"
"ORD-001647";"CUST-000211";"22.01.2026";"shipped";"1150,35"
"ORD-001648";"CUST-000211";"13.05.2026";"open";"354,09"
"ORD-001649";"CUST-000211";"09.05.2026";"shipped";"1408,49"
"ORD-001650";"CUST-000212";"05.06.2026";"cancelled";"1597,57"
"ORD-001651";"CUST-000213";"24.03.2026";"shipped";"114,1"
"ORD-001652";"CUST-000213";"14.06.2026";"shipped";"76,08"
"ORD-001653";"CUST-000213";"21.02.2026";"delivered";"119,72"
"ORD-001654";"CUST-000213";"06.03.2026";"shipped";"918,67"
"ORD-001655";"CUST-000213";"18.02.2026";"processing";"1383,78"
"ORD-001656";"CUST-000214";"05.05.2026";"open";"1764,31"
"ORD-001657";"CUST-000214";"15.02.2026";"shipped";"1359,66"
"ORD-001658";"CUST-000214";"25.04.2026";"processing";"1569,35"
"ORD-001659";"CUST-000214";"27.02.2026";"open";"1702,27"
"ORD-001660";"CUST-000215";"08.06.2026";"processing";"117,27"
"ORD-001661";"CUST-000216";"25.06.2026";"shipped";"160,57"
"ORD-001662";"CUST-000216";"13.06.2026";"shipped";"1495,95"
"ORD-001663";"CUST-000216";"30.07.2026";"shipped";"320,33"
"ORD-001664";"CUST-000216";"02.01.2026";"open";"905,98"
"ORD-001665";"CUST-000216";"01.08.2026";"shipped";"1930,59"
"ORD-001666";"CUST-000217";"27.03.2026";"processing";"1187,32"
"ORD-001667";"CUST-000217";"12.07.2026";"shipped";"759,6"
"ORD-001668";"CUST-000217";"27.07.2026";"shipped";"1211,55"
"ORD-001669";"CUST-000218";"04.05.2026";"cancelled";"869,39"
"ORD-001670";"CUST-000218";"24.02.2026";"processing";"1987,02"
"ORD-001671";"CUST-000219";"25.03.2026";"open";"553,73"
"ORD-001672";"CUST-000219";"28.07.2026";"delivered";"1662,02"
"ORD-001673";"CUST-000220";"12.05.2026";"shipped";"1897,77"
"ORD-001674";"CUST-000220";"14.02.2026";"shipped";"1254,83"
"ORD-001675";"CUST-000220";"08.03.2026";"shipped";"627,54"
"ORD-001676";"CUST-000220";"19.02.2026";"cancelled";"445,04"
"ORD-001677";"CUST-000221";"09.03.2026";"processing";"331,14"
"ORD-001678";"CUST-000221";"29.03.2026";"shipped";"484,91"
"ORD-001679";"CUST-000221";"11.04.2026";"processing";"1681,5"
"ORD-001680";"CUST-000221";"16.01.2026";"cancelled";"737,4"
"ORD-001681";"CUST-000221";"03.04.2026";"shipped";"1387,75"
"ORD-001682";"CUST-000222";"16.01.2026";"shipped";"132,7"
"ORD-001683";"CUST-000222";"05.03.2026";"open";"1072,77"
"ORD-001684";"CUST-000222";"05.06.2026";"shipped";"352,49"
"ORD-001685";"CUST-000223";"28.02.2026";"delivered";"36,06"
"ORD-001686";"CUST-000223";"04.04.2026";"delivered";"1608,18"
"ORD-001687";"CUST-000223";"27.06.2026";"processing";"1925,03"
"ORD-001688";"CUST-000223";"12.03.2026";"shipped";"1902,45"
"ORD-001689";"CUST-000224";"09.05.2026";"shipped";"1388,55"
"ORD-001690";"CUST-000225";"12.08.2026";"cancelled";"430,62"
"ORD-001691";"CUST-000225";"20.06.2026";"shipped";"344,65"
"ORD-001692";"CUST-000225";"05.04.2026";"delivered";"897,64"
"ORD-001693";"CUST-000225";"06.07.2026";"shipped";"1203,23"
"ORD-001694";"CUST-000225";"10.06.2026";"delivered";"377,87"
"ORD-001695";"CUST-000226";"03.03.2026";"shipped";"1129,79"
"ORD-001696";"CUST-000227";"06.02.2026";"shipped";"979,1"
"ORD-001697";"CUST-000227";"21.06.2026";"processing";"80,1"
"ORD-001698";"CUST-000227";"22.06.2026";"delivered";"1136,37"
"ORD-001699";"CUST-000228";"26.07.2026";"delivered";"1140,55"
"ORD-001700";"CUST-000228";"27.06.2026";"shipped";"1374,47"
"ORD-001701";"CUST-000228";"06.06.2026";"shipped";"421,24"
"ORD-001702";"CUST-000228";"16.07.2026";"open";"1561,79"
"ORD-001703";"CUST-000228";"30.06.2026";"shipped";"1429,04"
"ORD-001704";"CUST-000229";"13.01.2026";"shipped";"1869,33"
"ORD-001705";"CUST-000229";"02.02.2026";"delivered";"1698,51"
"ORD-001706";"CUST-000229";"22.05.2026";"shipped";"508,52"
"ORD-001707";"CUST-000229";"19.07.2026";"processing";"1562,31"
"ORD-001708";"CUST-000229";"26.02.2026";"open";"480,81"
"ORD-001709";"CUST-000230";"14.06.2026";"returned";"853,73"
"ORD-001710";"CUST-000230";"05.02.2026";"shipped";"1494,6"
"ORD-001711";"CUST-000231";"21.02.2026";"shipped";"1511,99"
"ORD-001712";"CUST-000231";"12.07.2026";"open";"1992,56"
"ORD-001713";"CUST-000231";"02.06.2026";"delivered";"1945,4"
"ORD-001714";"CUST-000231";"19.01.2026";"shipped";"1509,3"
"ORD-001715";"CUST-000232";"06.01.2026";"shipped";"320,52"
"ORD-001716";"CUST-000232";"08.08.2026";"delivered";"1899,94"
"ORD-001717";"CUST-000232";"10.06.2026";"open";"1756,85"
"ORD-001718";"CUST-000232";"11.02.2026";"delivered";"787,68"
"ORD-001719";"CUST-000233";"17.01.2026";"delivered";"188,93"
"ORD-001720";"CUST-000233";"31.05.2026";"shipped";"1242,14"
"ORD-001721";"CUST-000233";"27.04.2026";"shipped";"1089,61"
"ORD-001722";"CUST-000233";"18.04.2026";"shipped";"196,68"
"ORD-001723";"CUST-000234";"01.04.2026";"shipped";"1830,66"
"ORD-001724";"CUST-000234";"07.07.2026";"shipped";"1146,47"
"ORD-001725";"CUST-000235";"16.03.2026";"shipped";"132,63"
"ORD-001726";"CUST-000235";"03.04.2026";"processing";"1112,18"
"ORD-001727";"CUST-000236";"28.02.2026";"processing";"351,69"
"ORD-001728";"CUST-000236";"11.02.2026";"delivered";"978,82"
"ORD-001729";"CUST-000237";"25.05.2026";"open";"469,7"
"ORD-001730";"CUST-000237";"23.01.2026";"processing";"173,65"
"ORD-001731";"CUST-000238";"11.05.2026";"shipped";"1947,19"
"ORD-001732";"CUST-000238";"27.03.2026";"shipped";"752,46"
"ORD-001733";"CUST-000238";"28.05.2026";"shipped";"175,99"
"ORD-001734";"CUST-000238";"06.06.2026";"shipped";"325,73"
"ORD-001735";"CUST-000238";"25.06.2026";"open";"308,86"
"ORD-001736";"CUST-000239";"02.08.2026";"processing";"586,99"
"ORD-001737";"CUST-000239";"21.03.2026";"shipped";"1757,54"
"ORD-001738";"CUST-000239";"23.01.2026";"shipped";"1779,6"
"ORD-001739";"CUST-000239";"30.05.2026";"open";"960,48"
"ORD-001740";"CUST-000239";"20.02.2026";"delivered";"1210,72"
"ORD-001741";"CUST-000240";"18.05.2026";"processing";"1007,88"
"ORD-001742";"CUST-000240";"12.02.2026";"shipped";"1924,26"
"ORD-001743";"CUST-000240";"09.03.2026";"shipped";"1966,03"
"ORD-001744";"CUST-000240";"05.06.2026";"open";"495,61"
"ORD-001745";"CUST-000241";"19.03.2026";"shipped";"679,12"
"ORD-001746";"CUST-000241";"18.06.2026";"open";"1424,79"
"ORD-001747";"CUST-000241";"14.04.2026";"open";"551,77"
"ORD-001748";"CUST-000241";"20.04.2026";"cancelled";"1498,59"
"ORD-001749";"CUST-000241";"21.05.2026";"delivered";"1064,24"
"ORD-001750";"CUST-000242";"21.01.2026";"delivered";"1354,15"
"ORD-001751";"CUST-000242";"02.08.2026";"shipped";"430,65"
"ORD-001752";"CUST-000242";"12.05.2026";"delivered";"539,74"
"ORD-001753";"CUST-000242";"06.08.2026";"processing";"1884,96"
"ORD-001754";"CUST-000243";"07.08.2026";"shipped";"1709,14"
"ORD-001755";"CUST-000243";"20.03.2026";"delivered";"1500,87"
"ORD-001756";"CUST-000243";"29.04.2026";"processing";"890,69"
"ORD-001757";"CUST-000243";"28.04.2026";"shipped";"103,11"
"ORD-001758";"CUST-000243";"26.05.2026";"shipped";"1273,58"
"ORD-001759";"CUST-000244";"02.06.2026";"delivered";"1613,14"
"ORD-001760";"CUST-000244";"08.04.2026";"shipped";"1567,25"
"ORD-001761";"CUST-000245";"19.01.2026";"shipped";"1405,11"
"ORD-001762";"CUST-000246";"15.06.2026";"open";"1469,99"
"ORD-001763";"CUST-000246";"20.03.2026";"open";"1177,36"
"ORD-001764";"CUST-000246";"05.01.2026";"open";"511,62"
"ORD-001765";"CUST-000246";"29.06.2026";"processing";"833,37"
"ORD-001766";"CUST-000246";"11.06.2026";"shipped";"826,16"
"ORD-001767";"CUST-000247";"10.05.2026";"shipped";"97,15"
"ORD-001768";"CUST-000247";"17.02.2026";"processing";"619,44"
"ORD-001769";"CUST-000247";"25.06.2026";"delivered";"448,89"
"ORD-001770";"CUST-000248";"16.07.2026";"delivered";"1467,49"
"ORD-001771";"CUST-000248";"20.07.2026";"shipped";"1074,4"
"ORD-001772";"CUST-000248";"15.02.2026";"processing";"1542,08"
"ORD-001773";"CUST-000248";"04.03.2026";"processing";"806,63"
"ORD-001774";"CUST-000248";"22.05.2026";"shipped";"1103,78"
"ORD-001775";"CUST-000249";"09.01.2026";"shipped";"1912,88"
"ORD-001776";"CUST-000249";"14.02.2026";"shipped";"1033,38"
"ORD-001777";"CUST-000249";"26.03.2026";"shipped";"844,23"
"ORD-001778";"CUST-000250";"10.08.2026";"open";"235,29"
"ORD-001779";"CUST-000250";"11.05.2026";"shipped";"693,54"
"ORD-001780";"CUST-000250";"16.02.2026";"shipped";"917,48"
"ORD-001781";"CUST-000250";"31.03.2026";"shipped";"407,13"
